Time 741 done, cost 0.07515523389435909
Time 742 done, cost 0.015681545908677822
Time 743 done, cost 0.22024900118439983
Time 744 done, cost 2.2553227594926373
Time 745 done, cost 3.0993474182942258
Time 746 done, cost 0.007452267394543373
Time 747 done, cost 0.5952224355357739
Time 748 done, cost 7.466498922252264e-05
Time 749 done, cost 0.033723494713951106
Time 750 done, cost 0.00025696202736970525
Time 751 done, cost 0.03367449386953535
Time 752 done, cost 0.0006115685078153374
Time 753 done, cost 0.14257569919203722
Time 754 done, cost 8.38032249034282
Time 755 done, cost 0.04874249457658953
Time 756 done, cost 0.0001731119712861176
Time 757 done, cost 0.05960879874473859
Time 758 done, cost 0.03413465606720883
Time 759 done, cost 0.13330935959379644
Time 760 done, cost 0.014267962778424194
Time 761 done, cost 0.19256672573424072
Time 762 done, cost 0.028373078909553876
Time 763 done, cost 8.505599181242365
Time 764 done, cost 13.990956469483814
Time 765 done, cost 0.7540708791580073
Time 766 done, cost 4.5962092506205385
Time 767 done, cost 0.05567435480977179
Time 768 done, cost 0.010621975981444888
Time 769 done, cost 0.1878081370565332
Time 770 done, cost 0.34546984372948564
Time 771 done, cost 0.049277282806272825
Time 772 done, cost 0.22500581174217524
Time 773 done, cost 0.5147845301803059
Time 774 done, cost 0.20538093649688957
Time 775 done, cost 0.3710580546506792
Time 776 done, cost 2.559021357460821
Time 777 done, cost 0.2896576911472754
Time 778 done, cost 0.06428077282049917
Time 779 done, cost 0.3680330970961062
Time 780 done, cost 0.047216644684307855
Time 781 done, cost 0.06589289771747141
Time 782 done, cost 0.009959218243276299
Time 783 done, cost 0.9201009383390342
Time 784 done, cost 1.636422371955256
Time 785 done, cost 3.6260489382823904
Time 786 done, cost 0.13766276537493355
Time 787 done, cost 0.021146721554498968
Time 788 done, cost 0.02750570148933492
Time 789 done, cost 3.496903741734195e-05
Time 790 done, cost 0.003009701445713318
Time 791 done, cost 0.39864247106761724
Time 792 done, cost 5.887037538456877
Time 793 done, cost 0.09650498931059183
Time 794 done, cost 2.987458903384321
Time 795 done, cost 0.00012700515999858664
Time 796 done, cost 3.2920893708295327
Time 797 done, cost 0.3729260419322467
Time 798 done, cost 0.17342293515011684
Time 799 done, cost 0.023875593969718254
Time 800 done, cost 0.0003731676583601809
Time 801 done, cost 0.746479328308705
Time 802 done, cost 0.002171367550527616
Time 803 done, cost 0.18292918735632277
Time 804 done, cost 0.036809569361665295
Time 805 done, cost 0.4159630623442224
Time 806 done, cost 0.4404474376616685
Time 807 done, cost 0.1070153390981735
Time 808 done, cost 0.6886450463714183
Time 809 done, cost 1.2600625949045485
Time 810 done, cost 0.006325310149678153
Time 811 done, cost 0.0600884100830759
Time 812 done, cost 0.10124373797639694
Time 813 done, cost 0.04535856895717833
Time 814 done, cost 0.14376864666927636
Time 815 done, cost 1.5021779242919262
Time 816 done, cost 2.2717849718642342
Time 817 done, cost 13.846585095697227
Time 818 done, cost 1.144122034538048
Time 819 done, cost 0.06472832583947918
Time 820 done, cost 0.5275754099500082
Time 821 done, cost 0.9918039820383319
Time 822 done, cost 0.009455313407506055
Time 823 done, cost 1.5966734382313061
Time 824 done, cost 0.26181087297122024
Time 825 done, cost 0.0016835814818650207
Time 826 done, cost 0.0032355717324400422
Time 827 done, cost 0.167723636732075
Time 828 done, cost 0.37012260976366784
Time 829 done, cost 0.13994231376866698
Time 830 done, cost 1.0636155485889651
Time 831 done, cost 1.4283956436534742
Time 832 done, cost 0.21510957910766101
Time 833 done, cost 2.8802862986377074
Time 834 done, cost 0.48275502118396
Time 835 done, cost 0.2818052771562946
Time 836 done, cost 3.0272449426313756e-06
Time 837 done, cost 1.5502246046429522
Time 838 done, cost 0.010361018795799065
Time 839 done, cost 3.3694897759113984
Time 840 done, cost 0.13613198582414696
Time 841 done, cost 0.05335805050117402
Time 842 done, cost 12.020140894094672
Time 843 done, cost 1.5581881492055012
Time 844 done, cost 0.06268072971297498
Time 845 done, cost 1.9766989362622427
Time 846 done, cost 0.7515370057662537
Time 847 done, cost 0.00024123401412780873
Time 848 done, cost 2.839633951790067e-05
Time 849 done, cost 0.023249758511160238
Time 850 done, cost 0.36231866660772793
Time 851 done, cost 0.08581985034224125
Time 852 done, cost 0.12529334450971194
Time 853 done, cost 0.2025892637388657
Time 854 done, cost 0.8842234854093308
Time 855 done, cost 0.36904310778065064
Time 856 done, cost 1.8016553523435728
Time 857 done, cost 0.3321448812596063
Time 858 done, cost 0.11750157572694146
Time 859 done, cost 0.01691716004839237
Time 860 done, cost 0.48366647278053015
Time 861 done, cost 0.2796660215512023
Time 862 done, cost 0.0057434325278706505
Time 863 done, cost 0.0018451240318038146
Time 864 done, cost 0.00022089717687814205
Time 865 done, cost 11.028694521148951
Time 866 done, cost 0.03776626686076013
Time 867 done, cost 0.11158708906258091
Time 868 done, cost 1.317379096602467
Time 869 done, cost 0.0005476655555281224
Time 870 done, cost 0.036798390001753764
Time 871 done, cost 0.8367339444761455
Time 872 done, cost 0.11255558416695853
Time 873 done, cost 0.020403161513283717
Time 874 done, cost 0.004918408200351178
Time 875 done, cost 0.3958486269281676
Time 876 done, cost 2.3507970881546316
Time 877 done, cost 1.147241627910835
Time 878 done, cost 5.891771113390618
Time 879 done, cost 0.037502491703702234
Time 880 done, cost 0.3162694751905257
Time 881 done, cost 0.6015315614916755
Time 882 done, cost 0.07133534464280473
Time 883 done, cost 0.4063703505284679
Time 884 done, cost 0.04161081800276988
Time 885 done, cost 0.26945958078539783
Time 886 done, cost 0.004314458266208774
Time 887 done, cost 0.06081795822250559
Time 888 done, cost 0.27092286058901677
Time 889 done, cost 0.06293914749373605
Time 890 done, cost 9.001890384093766
Time 891 done, cost 21.411002906500457
Time 892 done, cost 0.026036309596338354
Time 893 done, cost 0.020713880009523466
Time 894 done, cost 5.5304289694426404e-05
Time 895 done, cost 0.8437885019466382
Time 896 done, cost 0.12304148554723553
Time 897 done, cost 0.32926758044925675
Time 898 done, cost 22.18082467134314
Time 899 done, cost 0.06917985533162072
Time 900 done, cost 0.0663537916517485
Time 901 done, cost 0.010623441922587988
Time 902 done, cost 14.21137805018571
Time 903 done, cost 0.0009931642817705148
Time 904 done, cost 0.41980172873260996
Time 905 done, cost 0.13849203074511318
Time 906 done, cost 0.053787510585914605
Time 907 done, cost 0.1550138368802249
Time 908 done, cost 5.8051506152294206
Time 909 done, cost 0.007390550143602697
Time 910 done, cost 3.641188558672417
Time 911 done, cost 24.848908104777966
Time 912 done, cost 0.10861637462029777
Time 913 done, cost 1.7146833421667216
Time 914 done, cost 0.02254310908923686
Time 915 done, cost 0.5101476615881888
Time 916 done, cost 0.1058948555371349
Time 917 done, cost 21.937929858081965
Time 918 done, cost 0.05012154221837457
Time 919 done, cost 0.1664731628576689
Time 920 done, cost 0.29749184326849964
Time 921 done, cost 1.3271556296357059
Time 922 done, cost 0.006444245776951106
Time 923 done, cost 0.03141011696927819
Time 924 done, cost 0.37157760309536236
Time 925 done, cost 0.06916096539627173
Time 926 done, cost 2.2069070421342323
Time 927 done, cost 3.0791836567789206
Time 928 done, cost 0.005535914315899424
Time 929 done, cost 0.1683115919580094
Time 930 done, cost 0.3213545191018628
Time 931 done, cost 0.19977765781455564
Time 932 done, cost 0.64654685827935
Time 933 done, cost 0.021915620685111353
Time 934 done, cost 0.01779491625830196
Time 935 done, cost 11.480734740309568
Time 936 done, cost 1.2813946051831913
Time 937 done, cost 0.03392201815917766
Time 938 done, cost 0.8691018932301704
Time 939 done, cost 1.1903544973214386
Time 940 done, cost 0.5440659332566269
Time 941 done, cost 9.2103912150689
Time 942 done, cost 0.2937611469833539
Time 943 done, cost 0.04263673326467002
Time 944 done, cost 2.073445410498548
Time 945 done, cost 3.425081032983874
Time 946 done, cost 0.004262876898012749
Time 947 done, cost 0.0008015119867645306
Time 948 done, cost 0.02821383636789984
Time 949 done, cost 0.026478676488865534
Time 950 done, cost 15.564815295049412
Time 951 done, cost 0.7725737739891666
Time 952 done, cost 3.4209158908745225
Time 953 done, cost 0.0029084006270929832
Time 954 done, cost 0.03055213384093101
Time 955 done, cost 0.010096368226534933
Time 956 done, cost 0.017806547066722394
Time 957 done, cost 0.03552752607136554
Time 958 done, cost 0.02153534599707194
Time 959 done, cost 0.03917502149443006
Time 960 done, cost 0.03515977607245185
Time 961 done, cost 0.20625651125323952
Time 962 done, cost 0.9679340761830395
Time 963 done, cost 6.1232720470478865
Time 964 done, cost 0.21157096626537852
Time 965 done, cost 1.0874231571953852
Time 966 done, cost 1.8989808182199013
Time 967 done, cost 0.08616142174071055
Time 968 done, cost 0.005264646697140767
Time 969 done, cost 0.3578371840842001
Time 970 done, cost 12.245601567979511
Time 971 done, cost 0.039268336106435306
Time 972 done, cost 0.002484626397864168
Time 973 done, cost 0.05440687308416057
Time 974 done, cost 0.12409030694943297
Time 975 done, cost 1.1136116560290148
Time 976 done, cost 0.015280566610914635
Time 977 done, cost 10.568295714174534
Time 978 done, cost 0.004337873349746672
Time 979 done, cost 0.028251677838253397
Time 980 done, cost 0.035618976084060394
Time 981 done, cost 2.672429295455616
Time 982 done, cost 14.478658984715153
Time 983 done, cost 0.03383228982900429
Time 984 done, cost 5.0199291926660905
Time 985 done, cost 0.010552399952749416
Time 986 done, cost 0.7308102900496203
Time 987 done, cost 1.4899586015168365
Time 988 done, cost 0.14867204120588126
Time 989 done, cost 0.2286839898426547
Time 990 done, cost 0.6525328916176241
Time 991 done, cost 0.09761446184499191
Time 992 done, cost 0.08516943610220191
Time 993 done, cost 0.002999062600336877
Time 994 done, cost 3.904883997070354
Time 995 done, cost 0.1308523205505329
Time 996 done, cost 0.001005313019575552
Time 997 done, cost 0.024932716351974523
Time 998 done, cost 0.0005007109298553491
Time 999 done, cost 0.04164288837182344
best iterration: 47 loss: 1.0583721686714593e-06
